frame_number,timestamp_sec,object_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
20,0.87,26,player,0.3777,470.63,355.95,500.64,392.35
20,0.87,28,player,0.3178,1220.25,609.15,1273.27,633.37
20,0.87,29,player,0.4527,1216.45,626.35,1272.19,653.75
21,0.91,2,player,0.7811,378.5,421.85,423.51,450.66
21,0.91,3,player,0.3079,570.04,0.13,590.03,22.64
21,0.91,1,player,0.819,349.24,370.18,380.57,394.06
21,0.91,26,player,0.6839,469.17,358.14,498.44,394.08
21,0.91,28,player,0.2917,1219.83,609.04,1273.24,633.31
21,0.91,29,player,0.5075,1216.35,626.27,1272.26,653.7
22,0.96,2,player,0.6071,375.45,421.6,417.76,449.51
22,0.96,3,player,0.2905,569.98,0.12,590.07,22.67
22,0.96,1,player,0.2511,346.69,370.39,378.59,394.46
22,0.96,26,player,0.1559,468.06,361.43,496.32,396.52
22,0.96,28,player,0.3851,1219.51,609.02,1273.25,633.31
22,0.96,29,player,0.5383,1216.45,626.29,1272.35,653.64
22,0.96,32,player,0.6449,416.94,426.67,445.59,448.75
23,1.0,2,player,0.775,374.04,421.68,414.72,449.15
23,1.0,3,player,0.2823,569.93,0.12,590.1,22.68
23,1.0,1,player,0.733,343.91,370.55,375.56,394.3
23,1.0,26,player,0.8555,467.05,366.25,493.99,399.81
23,1.0,28,player,0.4127,1219.35,608.85,1273.5,633.21
23,1.0,29,player,0.5026,1216.41,626.29,1272.47,653.65
23,1.0,32,player,0.7572,418.41,425.77,447.83,448.37
23,1.0,6,player,0.3784,526.13,216.52,545.53,236.15
24,1.04,2,player,0.7572,373.24,424.06,412.72,451.18
24,1.04,3,player,0.2859,569.89,0.12,590.14,22.69
24,1.04,1,player,0.4149,340.3,370.37,371.78,394.15
24,1.04,26,player,0.7896,466.36,371.43,491.83,403.08
24,1.04,28,player,0.4657,1219.5,609.0,1273.63,633.25
24,1.04,29,player,0.5631,1216.23,626.14,1272.69,653.64
24,1.04,32,player,0.7575,418.85,424.56,450.06,448.46
25,1.09,2,player,0.8348,373.02,425.27,411.82,452.24
25,1.09,3,player,0.2756,569.86,0.11,590.16,22.68
25,1.09,1,player,0.8296,336.44,369.55,367.19,393.13
25,1.09,26,player,0.8514,465.84,376.17,489.48,405.13
25,1.09,28,player,0.4847,1219.37,609.02,1273.77,633.28
25,1.09,29,player,0.5452,1216.18,626.14,1272.77,653.63
25,1.09,32,player,0.7829,421.16,424.25,452.63,448.32
26,1.13,2,player,0.7562,373.22,426.24,411.58,453.16
26,1.13,3,player,0.415,569.82,0.14,590.03,22.53
26,1.13,1,player,0.8644,333.48,367.91,364.7,392.16
26,1.13,26,player,0.7696,466.22,379.52,487.83,405.16
26,1.13,28,player,0.5777,1219.4,609.15,1273.65,633.24
26,1.13,29,player,0.6644,1216.02,626.12,1272.99,653.75
26,1.13,32,player,0.7878,421.76,423.52,454.34,448.62
27,1.17,2,player,0.7863,373.59,427.05,411.75,454.04
27,1.17,3,player,0.4044,569.78,0.12,590.15,22.63
27,1.17,1,player,0.7637,331.35,366.75,363.25,391.7
27,1.17,26,player,0.4526,466.59,381.9,487.65,406.1
27,1.17,28,player,0.4743,1219.84,609.27,1273.69,633.09
27,1.17,29,player,0.6404,1215.8,626.08,1273.32,653.96
27,1.17,32,player,0.802,421.97,422.82,456.94,450.1
28,1.22,2,player,0.4948,374.35,428.09,411.3,454.42
28,1.22,3,player,0.3886,569.81,0.12,590.22,22.67
28,1.22,1,player,0.2359,329.88,365.45,362.12,390.63
28,1.22,28,player,0.3768,1220.38,609.33,1273.91,632.96
28,1.22,29,player,0.5378,1215.64,626.06,1273.6,654.16
28,1.22,32,player,0.6949,421.52,422.55,458.0,451.63
29,1.26,2,player,0.7975,374.57,427.69,412.22,454.9
29,1.26,3,player,0.3541,569.86,0.11,590.32,22.7
29,1.26,1,player,0.5999,328.14,363.74,361.71,389.93
29,1.26,28,player,0.3252,1221.52,609.41,1274.46,632.8
29,1.26,29,player,0.5838,1215.46,626.04,1273.84,654.36
29,1.26,32,player,0.8004,421.71,422.37,458.22,452.34
29,1.26,26,player,0.4116,466.81,385.32,489.37,410.39
30,1.3,2,player,0.8287,374.33,426.07,413.8,455.36
30,1.3,3,player,0.2242,569.77,0.11,590.3,22.74
30,1.3,1,player,0.5866,326.98,362.89,360.65,388.9
30,1.3,28,player,0.2555,1222.58,609.5,1274.9,632.67
30,1.3,29,player,0.4944,1215.36,625.99,1274.0,654.47
30,1.3,32,player,0.8531,423.86,422.65,459.88,452.81
30,1.3,26,player,0.687,467.27,386.97,490.14,411.68
31,1.35,2,player,0.8342,374.9,425.49,414.75,455.99
31,1.35,3,player,0.2635,569.76,0.11,590.35,22.75
31,1.35,1,player,0.7228,326.31,361.96,360.15,387.74
31,1.35,28,player,0.2022,1221.92,608.77,1275.5,632.6
31,1.35,29,player,0.3761,1215.3,625.99,1274.07,654.56
31,1.35,32,player,0.8704,425.37,422.83,461.71,453.77
31,1.35,26,player,0.5128,468.08,388.27,490.65,412.02
32,1.39,2,player,0.852,376.02,425.72,415.17,456.62
32,1.39,3,player,0.2214,569.76,0.11,590.46,22.81
32,1.39,1,player,0.7371,326.21,362.17,359.23,386.76
32,1.39,29,player,0.2474,1215.31,626.07,1274.19,654.72
32,1.39,32,player,0.8799,427.07,423.31,463.96,455.06
32,1.39,26,player,0.4205,467.41,388.76,490.68,412.64
32,1.39,8,player,0.336,45.28,132.12,88.24,156.86
33,1.43,2,player,0.8398,377.26,426.56,415.24,457.26
33,1.43,3,player,0.2275,569.69,0.1,590.62,23.02
33,1.43,1,player,0.7815,324.56,361.31,358.7,386.33
33,1.43,29,player,0.2253,1215.24,626.07,1274.28,654.85
33,1.43,32,player,0.8566,428.24,423.37,466.54,456.79
33,1.43,26,player,0.6542,466.4,388.59,491.26,413.68
33,1.43,38,player,0.6409,807.52,256.49,832.82,284.8
33,1.43,8,player,0.3795,45.95,132.74,87.56,157.21
34,1.48,2,player,0.8489,379.18,428.58,416.0,458.74
34,1.48,3,player,0.2984,569.59,0.13,590.49,22.96
34,1.48,1,player,0.7726,322.48,360.29,357.98,386.04
34,1.48,29,player,0.1848,1215.39,626.11,1274.27,654.84
34,1.48,32,player,0.8555,430.62,424.72,468.7,458.6
34,1.48,26,player,0.4095,465.67,387.28,492.11,413.77
34,1.48,38,player,0.2595,807.64,257.78,832.58,285.71
34,1.48,8,player,0.3209,47.31,134.4,86.38,157.39
35,1.52,2,player,0.8546,381.15,431.34,416.47,460.46
35,1.52,3,player,0.2883,569.46,0.14,590.44,23.0
35,1.52,1,player,0.7752,319.82,358.77,357.14,385.82
35,1.52,29,player,0.1708,1215.63,626.24,1274.15,654.81
35,1.52,32,player,0.836,433.8,426.82,470.87,460.83
35,1.52,26,player,0.3752,465.39,386.03,492.82,413.57
35,1.52,38,player,0.2832,807.17,258.67,832.34,286.89
35,1.52,8,player,0.283,47.67,134.9,85.96,157.45
36,1.57,2,player,0.8354,383.19,433.47,418.28,462.55
36,1.57,3,player,0.2951,569.42,0.15,590.43,22.97
36,1.57,1,player,0.747,317.63,357.84,354.79,384.8
36,1.57,29,player,0.1401,1215.82,626.38,1274.03,654.81
36,1.57,32,player,0.8037,439.72,429.65,475.2,463.32
36,1.57,26,player,0.3345,466.13,385.29,492.96,412.13
36,1.57,38,player,0.2367,807.11,259.7,832.13,287.79
36,1.57,8,player,0.2737,47.53,135.13,85.69,157.6
37,1.61,2,player,0.8391,386.81,436.07,420.31,463.83
37,1.61,3,player,0.3071,569.4,0.13,590.45,22.96
37,1.61,1,player,0.7654,315.4,356.56,352.38,383.51
37,1.61,29,player,0.2512,1216.03,626.55,1273.92,654.81
37,1.61,32,player,0.7784,446.97,433.6,480.58,465.88
37,1.61,26,player,0.2824,467.63,384.79,493.88,411.05
37,1.61,8,player,0.3267,47.58,135.4,85.51,157.71
37,1.61,42,player,0.4442,330.62,291.28,361.7,313.37
38,1.65,2,player,0.8315,390.41,438.3,423.27,465.61
38,1.65,3,player,0.3174,569.76,0.14,590.78,22.98
38,1.65,1,player,0.7922,313.52,355.98,349.88,382.73
38,1.65,29,player,0.287,1216.18,626.67,1273.92,654.85
38,1.65,32,player,0.8516,451.02,436.41,483.37,467.64
38,1.65,26,player,0.3478,466.6,384.74,494.29,412.46
38,1.65,8,player,0.2011,47.79,135.64,85.43,157.7
38,1.65,42,player,0.6153,329.99,291.18,360.6,312.95
38,1.65,43,player,0.5205,591.91,409.81,613.28,437.69
39,1.7,2,player,0.8304,393.87,439.97,425.91,466.84
39,1.7,3,player,0.2554,569.94,0.14,590.93,23.02
39,1.7,1,player,0.8806,311.58,356.02,346.79,382.37
39,1.7,29,player,0.2441,1216.39,626.83,1273.87,654.86
39,1.7,32,player,0.8707,454.98,438.41,487.0,468.71
39,1.7,26,player,0.3484,467.0,384.71,494.8,412.56
39,1.7,8,player,0.1376,47.74,135.54,85.56,157.61
39,1.7,42,player,0.2067,329.36,291.3,359.97,313.08
39,1.7,43,player,0.5588,591.71,408.77,613.94,437.77
40,1.74,2,player,0.8066,395.8,440.21,428.05,467.65
40,1.74,3,player,0.2777,570.07,0.13,591.0,23.02
40,1.74,1,player,0.7829,310.14,355.54,345.7,382.54
40,1.74,29,player,0.169,1216.31,626.74,1273.96,654.85
40,1.74,32,player,0.7946,457.64,440.64,489.37,469.86
40,1.74,26,player,0.2722,468.37,385.02,495.33,412.23
40,1.74,8,player,0.1988,47.38,135.19,85.79,157.57
40,1.74,42,player,0.4713,329.14,291.39,359.92,313.34
41,1.78,2,player,0.8018,396.9,439.6,430.13,468.43
41,1.78,3,player,0.2769,570.12,0.09,591.19,23.18
41,1.78,1,player,0.7917,309.11,355.32,344.62,382.73
41,1.78,29,player,0.1457,1216.29,626.7,1274.0,654.83
41,1.78,32,player,0.844,459.82,443.06,491.22,471.29
41,1.78,26,player,0.3918,469.58,385.26,496.02,412.25
41,1.78,8,player,0.3163,47.22,134.84,86.17,157.52
41,1.78,42,player,0.3608,329.35,291.13,360.44,313.39
42,1.83,2,player,0.7993,398.79,438.97,432.59,469.02
42,1.83,3,player,0.3208,570.02,0.1,591.04,23.17
42,1.83,1,player,0.7287,308.43,355.22,344.02,383.05
42,1.83,29,player,0.1331,1216.38,626.83,1273.96,654.87
42,1.83,32,player,0.8409,461.9,445.57,493.43,473.41
42,1.83,26,player,0.36,468.52,385.61,495.25,412.83
42,1.83,8,player,0.3924,46.8,134.33,86.53,157.49
42,1.83,42,player,0.1867,329.78,290.51,361.64,313.55
43,1.87,2,player,0.8552,401.43,438.51,435.92,470.28
43,1.87,3,player,0.2557,570.01,0.11,590.98,23.15
43,1.87,1,player,0.7462,308.58,355.71,343.6,383.4
43,1.87,29,player,0.1552,1216.42,626.87,1273.93,654.85
43,1.87,32,player,0.8419,463.84,447.79,495.59,475.58
43,1.87,26,player,0.3646,468.46,387.19,494.18,413.24
43,1.87,8,player,0.2157,46.27,133.9,86.72,157.49
43,1.87,42,player,0.236,330.04,289.69,363.02,313.93
43,1.87,43,player,0.5887,594.32,421.15,610.24,441.13
44,1.91,2,player,0.8191,404.7,439.28,438.53,471.46
44,1.91,3,player,0.2517,570.03,0.11,590.96,23.14
44,1.91,1,player,0.658,309.1,356.28,343.15,383.4
44,1.91,29,player,0.1977,1216.38,626.85,1273.93,654.82
44,1.91,32,player,0.8079,466.11,450.26,498.15,478.22
44,1.91,26,player,0.3525,468.75,389.25,493.95,414.63
44,1.91,8,player,0.1557,45.96,133.82,86.72,157.59
45,1.96,2,player,0.8363,407.84,440.66,440.65,472.53
45,1.96,3,player,0.2829,570.11,0.12,590.99,23.13
45,1.96,1,player,0.6352,310.38,357.43,342.69,383.29
45,1.96,29,player,0.2184,1216.45,626.95,1273.85,654.82
45,1.96,32,player,0.7834,468.05,453.2,500.61,481.66
45,1.96,26,player,0.1952,468.92,391.33,494.5,417.05
45,1.96,8,player,0.2581,45.7,133.68,86.89,157.74
46,2.0,2,player,0.8354,410.49,443.02,442.3,474.15
46,2.0,3,player,0.3408,570.16,0.15,591.01,23.22
46,2.0,1,player,0.5707,311.34,358.41,342.36,383.36
46,2.0,29,player,0.146,1216.56,627.25,1273.54,654.84
46,2.0,32,player,0.762,469.05,456.04,502.71,485.66
46,2.0,26,player,0.4278,466.93,393.38,491.76,419.31
46,2.0,8,player,0.1713,45.26,133.37,86.94,157.78
46,2.0,43,player,0.7311,595.34,423.94,616.13,448.89
47,2.04,2,player,0.8481,413.65,444.99,445.43,475.68
47,2.04,3,player,0.3586,570.2,0.17,590.99,23.22
47,2.04,1,player,0.6508,312.79,360.06,341.67,383.29
47,2.04,29,player,0.1789,1216.61,627.44,1273.37,654.83
47,2.04,32,player,0.8043,469.6,457.64,503.58,487.89
47,2.04,26,player,0.5596,465.95,394.12,490.32,420.57
47,2.04,8,player,0.1303,44.91,133.14,87.02,157.87
47,2.04,43,player,0.7659,594.79,424.3,617.07,449.96
48,2.09,2,player,0.8179,416.86,446.03,449.39,477.11
48,2.09,3,player,0.3381,570.25,0.16,590.98,23.22
48,2.09,1,player,0.4694,313.29,360.71,341.76,383.65
48,2.09,29,player,0.1894,1216.46,627.41,1273.37,654.8
48,2.09,32,player,0.8021,471.29,460.92,504.44,490.61
48,2.09,26,player,0.4488,467.91,395.58,493.14,422.99
48,2.09,43,player,0.6926,593.78,424.56,618.43,452.2
49,2.13,2,player,0.7987,419.47,447.54,451.84,478.62
49,2.13,3,player,0.3721,570.27,0.16,590.95,23.21
49,2.13,1,player,0.5208,313.84,361.41,341.72,383.88
49,2.13,29,player,0.2159,1216.37,627.42,1273.34,654.77
49,2.13,32,player,0.8076,472.71,464.58,504.97,493.44
49,2.13,26,player,0.4006,469.29,396.43,493.63,422.65
49,2.13,43,player,0.7338,594.05,425.46,619.72,453.35
50,2.17,2,player,0.6635,423.85,448.89,455.68,479.73
50,2.17,3,player,0.3991,570.22,0.16,590.97,23.36
50,2.17,29,player,0.1429,1216.16,627.28,1273.47,654.75
50,2.17,32,player,0.7657,473.74,467.66,505.45,495.94
50,2.17,26,player,0.2625,469.96,397.14,493.52,422.14
50,2.17,43,player,0.5391,595.04,426.46,622.38,455.52
51,2.22,2,player,0.6293,428.33,449.44,460.45,480.98
51,2.22,3,player,0.3537,570.19,0.16,591.01,23.49
51,2.22,29,player,0.1395,1216.03,627.24,1273.48,654.74
51,2.22,32,player,0.4775,474.7,470.42,505.48,497.75
51,2.22,26,player,0.1524,469.43,396.96,493.98,422.81
51,2.22,43,player,0.4425,597.39,428.18,625.45,457.61
52,2.26,3,player,0.3097,570.19,0.16,591.03,23.57
52,2.26,29,player,0.1291,1215.89,627.19,1273.55,654.76
52,2.26,32,player,0.4985,475.59,472.87,505.46,499.28
52,2.26,26,player,0.2706,469.27,396.59,494.14,422.54
52,2.26,51,player,0.4222,46.76,0.26,81.25,26.71
53,2.3,3,player,0.3389,570.21,0.15,591.02,23.58
53,2.3,29,player,0.1432,1215.84,627.17,1273.58,654.76
53,2.3,32,player,0.1954,476.19,474.64,505.29,500.2
53,2.3,51,player,0.4514,46.78,0.27,81.23,26.69
54,2.35,3,player,0.3029,570.23,0.15,591.01,23.56
54,2.35,29,player,0.215,1215.88,627.22,1273.57,654.76
54,2.35,51,player,0.3494,46.58,0.28,81.35,26.95
55,2.39,3,player,0.2422,570.24,0.15,590.98,23.54
55,2.39,29,player,0.2455,1215.82,627.17,1273.64,654.77
55,2.39,51,player,0.2263,46.5,0.36,81.34,27.08
55,2.39,2,player,0.3394,444.71,455.1,474.58,483.38
56,2.43,3,player,0.2421,570.24,0.16,590.95,23.52
56,2.43,29,player,0.1651,1215.71,627.09,1273.69,654.77
56,2.43,51,player,0.1214,45.88,0.43,81.78,28.0
57,2.48,3,player,0.2073,570.26,0.15,590.97,23.52
57,2.48,43,player,0.5999,611.33,441.5,633.72,464.92
57,2.48,2,player,0.2626,450.18,457.5,480.33,485.3
58,2.52,3,player,0.2538,570.25,0.15,590.91,23.49
58,2.52,56,player,0.4206,460.79,124.25,495.53,151.0
58,2.52,43,player,0.1268,613.15,441.72,637.28,466.84
59,2.57,3,player,0.2573,570.28,0.16,590.92,23.49
59,2.57,56,player,0.1996,461.3,123.77,496.58,150.95
60,2.61,3,player,0.2941,570.29,0.17,590.87,23.46
61,2.65,3,player,0.328,570.27,0.17,590.82,23.43
61,2.65,59,player,0.3862,793.11,637.07,821.97,665.81
61,2.65,26,player,0.6869,479.59,398.74,501.42,419.38
61,2.65,2,player,0.4143,466.14,462.6,494.78,489.61
62,2.7,3,player,0.5166,570.15,0.21,590.54,23.25
62,2.7,59,player,0.339,793.12,637.12,821.96,665.86
62,2.7,26,player,0.673,479.09,398.66,502.83,419.97
62,2.7,2,player,0.65,469.93,462.75,498.76,490.42
62,2.7,29,player,0.2929,1215.95,627.33,1273.52,654.78
63,2.74,3,player,0.4852,570.11,0.21,590.45,23.17
63,2.74,59,player,0.3632,793.16,637.17,821.98,665.87
63,2.74,26,player,0.481,479.2,399.66,503.6,420.7
63,2.74,2,player,0.5877,470.55,463.84,514.07,506.74
63,2.74,29,player,0.2083,1215.98,627.37,1273.48,654.75
64,2.78,3,player,0.4582,570.07,0.22,590.42,23.16
64,2.78,59,player,0.1753,793.16,637.2,821.97,665.89
64,2.78,26,player,0.2043,479.68,400.27,505.25,422.02
64,2.78,2,player,0.5232,471.5,465.13,517.07,511.68
64,2.78,29,player,0.2207,1215.95,627.36,1273.5,654.73
64,2.78,63,player,0.677,573.12,171.67,602.02,195.94
65,2.83,3,player,0.4167,570.09,0.22,590.48,23.17
65,2.83,59,player,0.2777,793.18,637.23,821.95,665.88
65,2.83,26,player,0.3952,479.94,400.71,506.5,423.29
65,2.83,2,player,0.5837,474.72,467.29,515.79,510.47
65,2.83,29,player,0.2761,1215.97,627.41,1273.46,654.71
65,2.83,63,player,0.7558,576.93,171.54,602.98,193.28
66,2.87,3,player,0.5239,570.01,0.22,590.45,23.18
66,2.87,59,player,0.2486,793.19,637.23,821.98,665.89
66,2.87,26,player,0.5355,479.6,401.09,507.2,424.66
66,2.87,2,player,0.5683,479.8,467.78,516.3,505.49
66,2.87,29,player,0.1383,1216.01,627.54,1273.34,654.71
66,2.87,63,player,0.5713,580.35,171.39,605.13,191.78
67,2.91,3,player,0.4776,569.99,0.21,590.48,23.18
67,2.91,59,player,0.1477,793.13,637.2,821.97,665.92
67,2.91,26,player,0.4188,478.94,401.27,508.09,426.41
67,2.91,63,player,0.7465,582.64,171.02,607.65,191.21
67,2.91,51,player,0.4292,46.4,0.8,81.31,27.5
67,2.91,56,player,0.352,466.92,120.21,505.4,150.56
68,2.96,3,player,0.4522,569.99,0.17,590.62,23.28
68,2.96,59,player,0.2211,793.06,637.12,822.0,665.96
68,2.96,26,player,0.5921,478.24,401.22,508.81,427.96
68,2.96,63,player,0.773,584.38,170.62,609.8,190.66
68,2.96,51,player,0.4056,45.55,0.81,81.84,28.68
68,2.96,8,player,0.3686,41.98,136.17,81.67,158.56
68,2.96,43,player,0.7289,624.09,461.68,650.4,489.24
68,2.96,2,player,0.4422,477.48,466.94,526.71,519.07
69,3.0,3,player,0.3351,569.99,0.17,590.73,23.37
69,3.0,59,player,0.3739,793.03,637.1,822.01,665.98
69,3.0,26,player,0.6196,477.72,401.45,509.56,429.81
69,3.0,63,player,0.7643,585.97,170.42,612.29,190.8
69,3.0,51,player,0.2619,45.04,0.83,82.16,29.54
69,3.0,67,player,0.4168,378.16,254.46,400.67,279.87
69,3.0,8,player,0.2894,41.42,136.23,82.0,158.38
69,3.0,43,player,0.4297,628.09,464.16,651.96,489.65
69,3.0,2,player,0.7816,477.32,465.93,529.26,522.64
70,3.04,3,player,0.3054,570.07,0.2,590.74,23.34
70,3.04,59,player,0.3307,793.05,637.11,822.04,666.02
70,3.04,26,player,0.6147,477.85,402.78,509.81,431.74
70,3.04,63,player,0.4423,587.09,169.91,615.4,191.7
70,3.04,51,player,0.3114,45.58,0.79,81.62,28.57
70,3.04,67,player,0.3765,381.92,253.47,404.02,278.23
70,3.04,8,player,0.2246,41.06,136.1,82.46,158.2
71,3.09,3,player,0.3267,570.03,0.19,590.83,23.46
71,3.09,59,player,0.2917,793.06,637.11,822.03,666.01
71,3.09,26,player,0.7744,478.28,406.1,509.55,434.8
71,3.09,63,player,0.7772,588.59,169.39,618.81,192.76
71,3.09,51,player,0.2373,45.69,0.82,81.6,28.45
71,3.09,67,player,0.7385,385.13,252.11,407.68,277.01
71,3.09,8,player,0.2562,40.75,135.98,82.77,158.07
71,3.09,68,player,0.4677,487.64,465.04,522.79,496.3
72,3.13,3,player,0.3794,570.0,0.2,590.76,23.41
72,3.13,59,player,0.3907,793.09,637.11,822.02,665.99
72,3.13,26,player,0.6515,479.21,410.03,509.5,438.13
72,3.13,63,player,0.2678,589.86,168.83,621.94,194.01
